season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2024-2025,877,"Windham, VT",Windham,Vermont,2/15/2025,12.47
2024-2025,878,"Claiborne, TN",Claiborne,Tennessee,2/8/2025,8.18
2024-2025,88,"Saratoga, NY - Schenectady (Schenectady), NY","Hamilton, Saratoga, Schenectady, Warren, Washington",New York,2/1/2025,5.96
2024-2025,881,"Columbia, NY - Greene, NY","Columbia, Greene",New York,2/8/2025,8.58
2024-2025,882,"Henry, TN - Carroll, TN","Benton, Carroll, Henry",Tennessee,2/8/2025,11
2024-2025,883,"Pittsylvania (Danville), VA - Danville City, VA","Danville City, Pittsylvania",Virginia,2/8/2025,18.78
2024-2025,885,"Hamilton (Chattanooga), TN - Marion, TN","Hamilton, Marion, Sequatchie",Tennessee,12/28/2024,7.63
2024-2025,886,"Beaufort, SC - Jasper, SC","Beaufort, Jasper",South Carolina,1/25/2025,11.22
2024-2025,887,"Shelby (Memphis), TN - Tipton, TN","Fayette, Shelby, Tipton",Tennessee,2/1/2025,13.16
2024-2025,888,"Washington, VA - Smyth, VA","Bristol City, Russell, Scott, Smyth, Washington",Virginia,2/8/2025,8.01
2024-2025,889,"Aiken, SC - Edgefield, SC","Aiken, Barnwell, Edgefield",South Carolina,2/1/2025,9.85
2024-2025,89,"Hardin, KY - Meade, KY","Breckinridge, Grayson, Hardin, Larue, Meade",Kentucky,2/8/2025,18.54
2024-2025,890,"Glynn, GA - Camden, GA","Brantley, Camden, Charlton, Glynn, McIntosh",Georgia,2/1/2025,8.66
2024-2025,893,"Muscogee (Columbus), GA - Harris, GA","Chattahoochee, Harris, Marion, Muscogee, Schley, Stewart, Talbot, Webster",Georgia,2/1/2025,6.91
2024-2025,894,"Coweta, GA - Troup (La Grange), GA","Coweta, Heard, Meriwether, Troup",Georgia,2/1/2025,7.43
2024-2025,895,"Bradley, TN - Polk, TN","Bradley, Polk",Tennessee,1/25/2025,3.7
2024-2025,896,"Carroll, GA - Haralson, GA","Carroll, Haralson",Georgia,2/1/2025,11.05
2024-2025,897,"Weakley, TN - Obion, TN","Obion, Weakley",Tennessee,2/1/2025,15.39
2024-2025,899,"Johnson, TN",Johnson,Tennessee,2/22/2025,12.29
2024-2025,9,"Cumberland (Portland), ME - Knox, ME","Cumberland, Knox, Lincoln, Sagadahoc",Maine,2/15/2025,6.43
2024-2025,900,"Lincoln, TN",Lincoln,Tennessee,1/25/2025,9
2024-2025,902,"Vanderburgh (Evansville), IN - Warrick, IN","Gibson, Posey, Spencer, Vanderburgh, Warrick",Indiana,2/15/2025,7.48
2024-2025,904,"Mason, WV",Mason,West Virginia,2/22/2025,6.06
2024-2025,905,"Oneida, WI - Vilas, WI","Forest, Iron, Oneida, Vilas",Wisconsin,2/8/2025,14.16
2024-2025,906,"Polk, WI",Polk,Wisconsin,1/25/2025,11.21
2024-2025,907,"Douglas, WI",Douglas,Wisconsin,2/1/2025,15.41
2024-2025,908,"La Crosse (La Crosse), WI - Monroe, WI","La Crosse, Monroe, Trempealeau, Vernon",Wisconsin,2/1/2025,11.54
2024-2025,909,"Dubuque (Dubuque), IA - Jackson, IA","Dubuque, Jackson",Iowa,2/8/2025,13.92
2024-2025,910,"Knox, IN - Daviess, IN","Daviess, Knox, Martin, Pike",Indiana,2/8/2025,8.81
2024-2025,911,"Vigo (Terre Haute), IN - Clay, IN","Clay, Parke, Sullivan, Vermillion, Vigo",Indiana,2/15/2025,12.12
2024-2025,912,"Marinette, WI - Florence, WI","Florence, Marinette",Wisconsin,2/8/2025,14.81
2024-2025,913,"Daviess (Owensboro), KY - Ohio, KY","Daviess, Hancock, McLean, Ohio",Kentucky,2/8/2025,12.08
2024-2025,914,"Carroll, KY - Trimble, KY","Carroll, Trimble",Kentucky,2/15/2025,19.32
2024-2025,915,"Fountain, IN - Warren, IN","Fountain, Warren",Indiana,2/8/2025,20.44
2024-2025,917,"Des Moines, IA - Henry, IA","Des Moines, Henry",Iowa,2/8/2025,8.46
2024-2025,919,"Crawford, WI",Crawford,Wisconsin,2/1/2025,18.9
2024-2025,92,"Harrison, WV - Upshur, WV","Braxton, Doddridge, Gilmer, Harrison, Lewis, Upshur",West Virginia,2/15/2025,13.61
2024-2025,921,"Clinton, IA",Clinton,Iowa,2/8/2025,16.96
2024-2025,923,"St. Croix, WI - Pierce, WI","Pierce, St. Croix",Wisconsin,1/18/2025,9.34
2024-2025,924,"Hancock (Weirton), WV - Brooke, WV","Brooke, Hancock",West Virginia,2/8/2025,16.52
2024-2025,925,"Bowie (Texarkana), TX",Bowie,Texas,12/28/2024,14.92
2024-2025,926,"Lauderdale, MS - Neshoba, MS","Clarke, Kemper, Lauderdale, Neshoba, Newton",Mississippi,2/1/2025,9.55
2024-2025,928,"Warren, MS - Claiborne, MS","Claiborne, Warren",Mississippi,1/25/2025,5.41
2024-2025,929,"Adams, MS - Jefferson, MS","Adams, Franklin, Jefferson",Mississippi,1/25/2025,6.36
2024-2025,93,"Hunterdon, NJ - Warren (Phillipsburg), NJ","Hunterdon, Warren",New Jersey,2/1/2025,8.88
2024-2025,930,"Grayson (Sherman), TX - Fannin, TX","Fannin, Grayson",Texas,2/1/2025,21.19
2024-2025,931,"Lamar, TX - Red River, TX","Delta, Lamar, Red River",Texas,2/1/2025,19.31
2024-2025,932,"Delaware, OK",Delaware,Oklahoma,2/1/2025,15.02
2024-2025,934,"Lowndes, MS - Clay, MS","Clay, Lowndes, Noxubee",Mississippi,2/1/2025,12.05
2024-2025,936,"Pearl River, MS",Pearl River,Mississippi,2/1/2025,10.02
2024-2025,937,"Gaines, TX - Andrews, TX","Andrews, Gaines",Texas,2/1/2025,19.7
2024-2025,941,"Olmsted (Rochester), MN - Winona, MN","Dodge, Fillmore, Mower, Olmsted, Steele, Wabasha, Winona",Minnesota,2/1/2025,10.86
2024-2025,943,"Grant, KS - Stanton, KS","Grant, Stanton",Kansas,2/8/2025,16.67
2024-2025,95,"Androscoggin (Lewiston), ME - Oxford, ME","Androscoggin, Franklin, Oxford",Maine,2/15/2025,10.02
2024-2025,958,"Martin, MN",Martin,Minnesota,2/8/2025,8.14
2024-2025,96,"Harlan, KY - Bell, KY","Bell, Harlan",Kentucky,3/8/2025,10.64
2024-2025,962,"Washoe (Reno), NV - Carson City, NV","Carson City, Churchill, Douglas, Humboldt, Lyon, Mineral, Pershing, Storey, Washoe",Nevada,12/28/2024,7.34
2024-2025,964,"Washington, UT - Kane, UT","Garfield, Kane, Piute, Washington",Utah,12/28/2024,11.35
2024-2025,966,"Cache, UT",Cache,Utah,1/4/2025,7.47
2024-2025,968,"Malheur, OR",Malheur,Oregon,12/28/2024,7.79
2024-2025,969,"Coos, OR - Curry, OR","Coos, Curry",Oregon,2/8/2025,12.15
2024-2025,97,"Augusta, VA - Staunton City, VA","Augusta, Buena Vista City, Highland, Lexington City, Rockbridge, Staunton City, Waynesboro City",Virginia,2/8/2025,13.74
2024-2025,970,"San Juan, UT",San Juan,Utah,12/28/2024,6.45
2024-2025,971,"Laramie (Cheyenne), WY",Laramie,Wyoming,1/18/2025,6.83
2024-2025,973,"Jackson (Medford), OR - Josephine, OR","Jackson, Josephine",Oregon,2/15/2025,7.56
2024-2025,975,"Albany, WY - Carbon, WY","Albany, Carbon",Wyoming,1/18/2025,8.08
2024-2025,98,"York, ME",York,Maine,2/8/2025,5.59
2024-2025,985,"La Plata, CO - Montezuma, CO","Archuleta, Dolores, La Plata, Montezuma, San Juan",Colorado,1/11/2025,3.59
2024-2025,986,"San Juan, NM",San Juan,New Mexico,12/28/2024,4.93
2024-2025,99,"Albemarle, VA - Charlottesville City, VA","Albemarle, Buckingham, Charlottesville City, Culpeper, Fluvanna, Greene, Louisa, Madison, Nelson, Orange, Rappahannock",Virginia,2/8/2025,10.78
2024-2025,All,All,All,Alabama,1/4/2025,7.76
2024-2025,All,All,All,Alaska,3/8/2025,5.37
2024-2025,All,All,All,Arizona,1/4/2025,8.38
2024-2025,All,All,All,Arkansas,2/8/2025,9.21
2024-2025,All,All,All,California,2/8/2025,6
2024-2025,All,All,All,Colorado,2/8/2025,5.01
2024-2025,All,All,All,Connecticut,2/8/2025,9.05
2024-2025,All,All,All,Delaware,2/15/2025,10.58
2024-2025,All,All,All,District of Columbia,2/15/2025,7.93
2024-2025,All,All,All,Florida,2/8/2025,6.49
2024-2025,All,All,All,Georgia,2/8/2025,6.13
2024-2025,All,All,All,Hawaii,1/18/2025,7.13
2024-2025,All,All,All,Idaho,1/4/2025,5.31
2024-2025,All,All,All,Illinois,2/15/2025,8.32
2024-2025,All,All,All,Indiana,2/15/2025,11.35
2024-2025,All,All,All,Iowa,2/15/2025,8.85
2024-2025,All,All,All,Kansas,2/15/2025,8.95
2024-2025,All,All,All,Kentucky,2/15/2025,9.87
2024-2025,All,All,All,Louisiana,1/4/2025,6.5
2024-2025,All,All,All,Maine,2/22/2025,8.08
2024-2025,All,All,All,Maryland,2/15/2025,9.28
2024-2025,All,All,All,Massachusetts,2/15/2025,8.87
2024-2025,All,All,All,Michigan,2/22/2025,8.04
2024-2025,All,All,All,Minnesota,2/1/2025,8.58
2024-2025,All,All,All,Mississippi,2/8/2025,8.01
2024-2025,All,All,All,Montana,2/22/2025,7.31
2024-2025,All,All,All,Nebraska,2/15/2025,5.45
2024-2025,All,All,All,Nevada,1/11/2025,3.96
2024-2025,All,All,All,New Hampshire,2/15/2025,9.82
2024-2025,All,All,All,New Jersey,2/8/2025,9
2024-2025,All,All,All,New Mexico,1/11/2025,5.79
2024-2025,All,All,All,New York,2/8/2025,5.6
2024-2025,All,All,All,North Carolina,2/8/2025,13.13
2024-2025,All,All,All,North Dakota,2/8/2025,5.11
2024-2025,All,All,All,Ohio,2/22/2025,8.88
2024-2025,All,All,All,Oklahoma,2/8/2025,11.8
2024-2025,All,All,All,Oregon,1/4/2025,6.1
2024-2025,All,All,All,Pennsylvania,2/15/2025,7.48
2024-2025,All,All,All,Rhode Island,2/15/2025,5.35
2024-2025,All,All,All,South Carolina,2/8/2025,10.8
2024-2025,All,All,All,South Dakota,2/15/2025,8.17
2024-2025,All,All,All,Tennessee,2/8/2025,7.78
2024-2025,All,All,All,Texas,2/8/2025,9.29
2024-2025,All,All,All,United States,2/8/2025,8.19
2024-2025,All,All,All,Utah,1/11/2025,5.03
2024-2025,All,All,All,Vermont,2/15/2025,9.83
2024-2025,All,All,All,Virginia,2/15/2025,9.91
2024-2025,All,All,All,Washington,2/22/2025,7.48
2024-2025,All,All,All,West Virginia,2/22/2025,10.46
2024-2025,All,All,All,Wisconsin,2/8/2025,9.79
2024-2025,All,All,All,Wyoming,2/8/2025,5.61
2025-2026,1,"Allegany (Cumberland), MD - Garrett, MD","Allegany, Garrett",Maryland,1/3/2026,5.79
2025-2026,10,"Albany (Albany), NY - Rensselaer, NY","Albany, Rensselaer",New York,12/27/2025,7.93
2025-2026,101,"Worcester (Worcester), MA - Franklin, MA","Franklin, Worcester",Massachusetts,12/27/2025,11.28
2025-2026,102,"Bourbon (Paris), KY - Nicholas, KY","Bourbon, Nicholas",Kentucky,1/31/2026,9.14
2025-2026,103,"Caledonia, VT - Orleans, VT","Caledonia, Lamoille, Orleans",Vermont,1/17/2026,6.3
2025-2026,104,"Clinton, KY - Cumberland, KY","Clinton, Cumberland",Kentucky,3/21/2026,5.88
2025-2026,105,"Tompkins, NY - Cortland, NY","Cortland, Tompkins",New York,1/3/2026,10.52
2025-2026,106,"Chautauqua, NY",Chautauqua,New York,1/3/2026,6.66
2025-2026,107,"Queen Annes, MD - Talbot, MD","Caroline, Dorchester, Queen Annes, Talbot",Maryland,12/27/2025,13.32
2025-2026,108,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean",New Jersey,12/27/2025,11.92
2025-2026,109,"Prince William (Dale City), VA - Fauquier, VA","Fauquier, Manassas City, Manassas Park City, Prince William",Virginia,12/27/2025,13.8
2025-2026,11,"Floyd, KY - Johnson, KY","Floyd, Johnson, Magoffin",Kentucky,1/24/2026,6.75
2025-2026,112,"Berkshire (Pittsfield), MA",Berkshire,Massachusetts,1/3/2026,7.95
2025-2026,114,"Franklin, KY - Anderson, KY","Anderson, Franklin, Owen",Kentucky,1/10/2026,3.65
2025-2026,115,"Calloway, KY",Calloway,Kentucky,3/7/2026,2.01
2025-2026,116,"Mason, KY - Fleming, KY","Bracken, Fleming, Mason",Kentucky,12/27/2025,11.84
2025-2026,119,"Harrison, KY - Robertson, KY","Harrison, Robertson",Kentucky,1/3/2026,3.99
2025-2026,12,"Massac, IL - Johnson, IL","Johnson, Massac",Illinois,12/27/2025,13.91
2025-2026,121,"Fairfield, CT",Fairfield,Connecticut,12/20/2025,14.67
2025-2026,122,"Rutland, VT",Rutland,Vermont,1/17/2026,6.5
2025-2026,123,"Letcher, KY",Letcher,Kentucky,1/17/2026,4.12
2025-2026,124,"Kent, MD",Kent,Maryland,1/3/2026,10.55
2025-2026,126,"Mercer, NJ",Mercer,New Jersey,12/27/2025,11.46
2025-2026,127,"Cumberland, NJ",Cumberland,New Jersey,2/21/2026,9.51
2025-2026,13,"Pike, KY",Pike,Kentucky,1/24/2026,6.52
2025-2026,131,"Montgomery, KY - Bath, KY","Bath, Montgomery",Kentucky,3/14/2026,3.59
2025-2026,135,"Stafford, VA - Spotsylvania, VA","Caroline, Fredericksburg City, King George, Spotsylvania, Stafford",Virginia,12/27/2025,10.93
2025-2026,136,"Aroostook, ME",Aroostook,Maine,1/17/2026,11.21
2025-2026,14,"Roanoke City, VA - Roanoke, VA","Amherst, Appomattox, Bedford, Bedford City, Botetourt, Campbell, Craig, Floyd, Franklin, Lynchburg City, Roanoke, Roanoke City, Salem City",Virginia,1/3/2026,5.44
2025-2026,141,"Walker, GA - Catoosa, GA","Catoosa, Dade, Walker",Georgia,12/27/2025,16.9
2025-2026,143,"Chatham (Savannah), GA - Liberty, GA","Bryan, Chatham, Effingham, Evans, Liberty, Long, Tattnall",Georgia,12/27/2025,5.13
2025-2026,144,"Dougherty (Albany), GA - Lee, GA","Baker, Calhoun, Clay, Dougherty, Early, Lee, Randolph, Terrell, Worth",Georgia,2/14/2026,1.38
2025-2026,145,"Whitfield, GA - Murray, GA","Murray, Whitfield",Georgia,12/27/2025,13.84
2025-2026,146,"DeSoto, MS - Marshall, MS","Benton, DeSoto, Marshall, Panola, Tate, Tunica",Mississippi,1/31/2026,8.16
2025-2026,147,"Knox (Knoxville), TN - Blount, TN","Blount, Knox, Loudon, McMinn, Meigs, Monroe, Sevier, Union",Tennessee,12/27/2025,6.63
2025-2026,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","Cheatham, Davidson, Dickson, Hickman, Humphreys, Robertson, Williamson",Tennessee,12/27/2025,7.23
2025-2026,149,"Forsyth (Winston-Salem), NC - Surry, NC","Davie, Forsyth, Stokes, Surry, Yadkin",North Carolina,12/27/2025,13.31
2025-2026,151,"Sullivan (Kingsport), TN - Hawkins, TN","Hawkins, Sullivan",Tennessee,12/27/2025,13.01
2025-2026,153,"Fulton (Atlanta), GA - DeKalb, GA","Clayton, DeKalb, Fulton, Gwinnett",Georgia,12/27/2025,7.26
2025-2026,154,"Floyd, GA - Bartow, GA","Bartow, Chattooga, Floyd, Gordon, Polk",Georgia,12/27/2025,16.45
2025-2026,157,"Hall, GA - Habersham, GA","Banks, Dawson, Habersham, Hall, Lumpkin, Towns, Union, White",Georgia,12/27/2025,11.26
2025-2026,16,"Baltimore, MD - Baltimore City, MD","Anne Arundel, Baltimore, Baltimore City, Calvert, Carroll, Howard",Maryland,12/27/2025,10.95
2025-2026,160,"Richland (Columbia), SC - Lexington, SC","Fairfield, Lexington, Newberry, Richland",South Carolina,12/27/2025,9.34
2025-2026,164,"Morgan, GA - Greene, GA","Greene, Morgan",Georgia,1/3/2026,8.91
2025-2026,167,"Mecklenburg (Charlotte), NC - Union, NC","Anson, Mecklenburg, Union",North Carolina,12/27/2025,21.88
2025-2026,168,"New Hanover (Wilmington), NC - Brunswick, NC","Brunswick, New Hanover, Pender",North Carolina,12/27/2025,15.71
2025-2026,169,"Washington (Johnson City), TN - Carter, TN","Carter, Unicoi, Washington",Tennessee,12/27/2025,10.63
2025-2026,17,"Penobscot (Bangor), ME - Hancock, ME","Hancock, Penobscot, Piscataquis, Washington",Maine,1/3/2026,9.45
2025-2026,170,"Durham (Durham), NC - Granville, NC","Durham, Granville, Person, Vance, Warren",North Carolina,1/3/2026,9.09
2025-2026,178,"Thomas, GA - Mitchell, GA","Grady, Mitchell, Thomas",Georgia,8/2/2025,0
2025-2026,18,"Fayette (Lexington-Fayette), KY - Jessamine, KY","Breathitt, Clark, Fayette, Jessamine, Knott, Lee, Leslie, Owsley, Perry, Powell, Scott, Wolfe, Woodford",Kentucky,12/27/2025,6.39
2025-2026,180,"Lowndes, GA - Brooks, GA","Berrien, Brooks, Cook, Echols, Lanier, Lowndes",Georgia,2/14/2026,9.48
2025-2026,182,"Greenville (Greenville), SC - Anderson, SC","Anderson, Greenville, Oconee, Pickens",South Carolina,12/27/2025,11.9
2025-2026,184,"Florence (Florence), SC - Darlington, SC","Chesterfield, Darlington, Florence, Marlboro, Williamsburg",South Carolina,12/27/2025,10.94
2025-2026,186,"Guilford (Greensboro), NC - Davidson, NC","Davidson, Guilford, Randolph, Rockingham",North Carolina,12/27/2025,18.49
2025-2026,187,"Laurens, SC - Greenwood, SC","Abbeville, Greenwood, Laurens, McCormick, Saluda",South Carolina,12/27/2025,11.26
2025-2026,188,"Madison (Jackson), TN - Gibson, TN","Chester, Crockett, Decatur, Gibson, Hardeman, Haywood, Henderson, Madison",Tennessee,12/27/2025,5.5
2025-2026,189,"Tift, GA - Ben Hill, GA","Ben Hill, Irwin, Tift, Turner",Georgia,2/21/2026,6.38
2025-2026,19,"Broome (Binghamton), NY - Tioga, NY","Broome, Tioga",New York,12/27/2025,11.76
2025-2026,190,"Cobb (Marietta), GA",Cobb,Georgia,12/27/2025,12.12
2025-2026,191,"Polk, NC",Polk,North Carolina,12/27/2025,14.29
2025-2026,192,"Iredell (Statesville), NC - Alexander, NC","Alexander, Iredell",North Carolina,12/27/2025,15.79
2025-2026,193,"Bibb (Macon), GA - Houston, GA","Bibb, Bleckley, Crawford, Houston, Jones, Monroe, Peach, Pulaski, Taylor, Twiggs, Wilkinson",Georgia,12/20/2025,4.93
2025-2026,194,"Watauga, NC - Ashe, NC","Ashe, Watauga",North Carolina,1/3/2026,8.03
2025-2026,195,"Pitt, NC - Beaufort, NC","Beaufort, Hyde, Martin, Pitt, Tyrrell, Washington",North Carolina,12/27/2025,18.51
2025-2026,196,"Sumter, SC - Clarendon, SC","Clarendon, Lee, Sumter",South Carolina,12/27/2025,12.75
2025-2026,198,"Wake (Raleigh), NC - Johnston, NC","Franklin, Johnston, Wake, Wilson",North Carolina,12/27/2025,15.87
2025-2026,199,"Marion, SC - Dillon, SC","Dillon, Marion",South Carolina,1/3/2026,12.47
2025-2026,2,"Kenton (Covington), KY - Campbell, KY","Boone, Campbell, Gallatin, Grant, Kenton, Pendleton",Kentucky,12/27/2025,8.13
2025-2026,20,"New London, CT",New London,Connecticut,12/27/2025,12.25
2025-2026,203,"Orange (Chapel Hill), NC - Harnett, NC","Chatham, Harnett, Lee, Orange",North Carolina,12/27/2025,14.02
2025-2026,204,"Spalding (Griffin), GA - Butts, GA","Butts, Spalding",Georgia,12/27/2025,14.57
2025-2026,205,"Moore, NC - Richmond, NC","Hoke, Montgomery, Moore, Richmond",North Carolina,12/27/2025,26.59
2025-2026,206,"Laurens, GA - Toombs, GA","Dodge, Johnson, Laurens, Montgomery, Telfair, Toombs, Treutlen, Wheeler",Georgia,12/27/2025,11.99
2025-2026,207,"Robeson, NC - Columbus, NC","Bladen, Columbus, Robeson, Scotland",North Carolina,12/27/2025,16.6
2025-2026,208,"Maury, TN - Giles, TN","Giles, Lewis, Marshall, Maury",Tennessee,12/27/2025,9.53
2025-2026,209,"Jackson, NC - Macon, NC","Graham, Jackson, Macon, Swain",North Carolina,12/27/2025,14.16
2025-2026,21,"Ontario (Geneva), NY - Wayne, NY","Ontario, Seneca, Wayne, Yates",New York,12/27/2025,11.98
2025-2026,211,"Rutherford (Murfreesboro), TN - Warren, TN","Cannon, DeKalb, Rutherford, Van Buren, Warren",Tennessee,12/27/2025,8.86
2025-2026,212,"Charleston (Charleston), SC - Berkeley, SC","Berkeley, Charleston, Colleton, Dorchester, Hampton",South Carolina,12/27/2025,7.06
2025-2026,214,"Nash, NC - Halifax, NC","Edgecombe, Halifax, Nash, Northampton",North Carolina,12/27/2025,19.99
2025-2026,215,"Putnam, TN - White, TN","Clay, Jackson, Overton, Pickett, Putnam, White",Tennessee,12/27/2025,7.69
2025-2026,216,"Stephens, GA - Hart, GA","Franklin, Hart, Stephens",Georgia,12/20/2025,9.23
2025-2026,217,"Hamblen (Morristown), TN - Jefferson, TN","Grainger, Hamblen, Hancock, Jefferson",Tennessee,12/27/2025,11.17
2025-2026,218,"Gaston (Gastonia), NC - Cleveland, NC","Cleveland, Gaston, Lincoln, Rutherford",North Carolina,12/27/2025,16.94
2025-2026,22,"Middlesex, MA - Suffolk (Boston), MA","Barnstable, Dukes, Middlesex, Nantucket, Norfolk, Plymouth, Suffolk",Massachusetts,12/27/2025,8.46
2025-2026,220,"Jasper, GA",Jasper,Georgia,12/27/2025,14.84
2025-2026,222,"Bulloch, GA - Emanuel, GA","Bulloch, Candler, Emanuel, Screven",Georgia,1/24/2026,0.09
2025-2026,223,"Cumberland, TN - Fentress, TN","Bledsoe, Cumberland, Fentress",Tennessee,12/20/2025,4.77
2025-2026,225,"Buncombe (Asheville), NC - Henderson, NC","Buncombe, Haywood, Henderson, Madison, Transylvania",North Carolina,12/27/2025,10.64
2025-2026,226,"Anderson (Oak Ridge), TN - Roane, TN","Anderson, Campbell, Morgan, Rhea, Roane",Tennessee,12/27/2025,5.91
2025-2026,228,"Decatur, GA - Seminole, GA","Decatur, Miller, Seminole",Georgia,2/21/2026,4.06
2025-2026,229,"Catawba (Hickory), NC - Burke, NC","Burke, Caldwell, Catawba",North Carolina,12/27/2025,17.42
2025-2026,23,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem",New Jersey,1/3/2026,5.76
2025-2026,230,"Wayne, GA - Appling, GA","Appling, Wayne",Georgia,4/25/2026,0
2025-2026,231,"Sumner (Hendersonville), TN - Wilson, TN","Macon, Smith, Sumner, Trousdale, Wilson",Tennessee,1/3/2026,5.68
2025-2026,232,"Lawrence, TN - Wayne, TN","Lawrence, Perry, Wayne",Tennessee,1/10/2026,6.48
2025-2026,234,"Montgomery (Clarksville), TN - Stewart, TN","Houston, Montgomery, Stewart",Tennessee,12/27/2025,4.78
2025-2026,235,"Cabarrus (Concord), NC - Rowan, NC","Cabarrus, Rowan, Stanly",North Carolina,12/27/2025,20.28
2025-2026,238,"Wayne, NC - Lenoir, NC","Duplin, Greene, Lenoir, Wayne",North Carolina,12/20/2025,19.62
2025-2026,239,"Coffee, TN - Franklin, TN","Coffee, Franklin, Grundy, Moore",Tennessee,12/27/2025,9.83
2025-2026,240,"Yancey, NC - Avery, NC","Avery, Mitchell, Yancey",North Carolina,12/27/2025,10.64
2025-2026,242,"Onslow, NC - Craven, NC","Carteret, Craven, Jones, Onslow, Pamlico",North Carolina,12/27/2025,15.34
2025-2026,243,"Hertford, NC - Bertie, NC","Bertie, Chowan, Gates, Hertford",North Carolina,12/27/2025,22.69
2025-2026,244,"York (Rock Hill), SC - Chester, SC","Chester, York",South Carolina,12/27/2025,16.54
2025-2026,245,"Hardin, TN - McNairy, TN","Hardin, McNairy",Tennessee,2/7/2026,10.42
2025-2026,246,"Horry, SC - Georgetown, SC","Georgetown, Horry",South Carolina,12/27/2025,10.5
2025-2026,248,"Dyer, TN - Lauderdale, TN","Dyer, Lake, Lauderdale",Tennessee,12/27/2025,6.63
2025-2026,249,"Lancaster, SC - Kershaw, SC","Kershaw, Lancaster",South Carolina,12/27/2025,8.88
2025-2026,25,"Frederick, VA - Shenandoah, VA","Clarke, Frederick, Shenandoah, Warren, Winchester City",Virginia,12/27/2025,12.43
2025-2026,252,"Greene, TN - Cocke, TN","Cocke, Greene",Tennessee,12/27/2025,10.2
2025-2026,256,"Wilkes, NC",Wilkes,North Carolina,1/3/2026,13.96
2025-2026,258,"Cherokee, NC - Clay, NC","Cherokee, Clay",North Carolina,1/10/2026,4.68
2025-2026,260,"Bedford, TN",Bedford,Tennessee,12/27/2025,9.22
2025-2026,261,"McDowell, NC",McDowell,North Carolina,1/3/2026,10.81
2025-2026,262,"Cumberland (Fayetteville), NC - Sampson, NC","Cumberland, Sampson",North Carolina,12/27/2025,19.31
2025-2026,263,"Scott, TN",Scott,Tennessee,1/24/2026,4
2025-2026,264,"Pasquotank, NC - Dare, NC","Camden, Dare, Pasquotank, Perquimans",North Carolina,12/27/2025,14.81
2025-2026,267,"Alamance, NC",Alamance,North Carolina,12/27/2025,20.01
2025-2026,269,"Upson, GA - Lamar, GA","Lamar, Pike, Upson",Georgia,12/27/2025,21.67
2025-2026,27,"Boyle, KY - Lincoln, KY","Boyle, Casey, Garrard, Lincoln, Mercer",Kentucky,1/3/2026,7.88
2025-2026,271,"Grand Traverse, MI - Manistee, MI","Antrim, Benzie, Grand Traverse, Kalkaska, Leelanau, Manistee",Michigan,1/3/2026,8.17
2025-2026,272,"Jefferson (Louisville), KY - Bullitt, KY","Bullitt, Henry, Jefferson, Marion, Nelson, Oldham, Shelby, Spencer, Washington",Kentucky,12/27/2025,9.4
2025-2026,273,"Wabash, IL",Wabash,Illinois,1/3/2026,6.3
2025-2026,274,"Wayne (Detroit), MI - Oakland, MI","Macomb, Oakland, Wayne",Michigan,12/27/2025,11.44
